cls,board
D_Group>North-Area>North-Univer>NCTU>NCTU-STAT,NCTU-STAT97G
D_Group>North-Area>North-Univer>NCTU>NCTU-STAT,NCTU-STAT98G
D_Group>North-Area>North-Univer>NCTU>NCTU-STAT,NCTU-STAT99G
D_Group>Taipei-Area>TPE-Univ>TTU,TTU-talk
D_Group>Taipei-Area>TPE-Univ>TTU,TTU-Service
D_Group>Taipei-Area>TPE-Univ>TTU,TTUcourse
D_Group>Taipei-Area>TPE-Univ>TTU,TTU-Transfer
D_Group>Area4-YLCYTN>YCN-Clubs,TNFSH_Debate
D_Group>Area4-YLCYTN>YCN-Clubs,TG_DEBATE
D_Group>Area4-YLCYTN>YCN-Clubs,hcscout36
D_Group>Area4-YLCYTN>YCN-Clubs,Tainan4Youth
D_Group>Area4-YLCYTN>YCN-Social,YunChai
D_Group>Area4-YLCYTN>YCN-Social,YLclub
D_Group>Area4-YLCYTN>YCN-Social,YLCYTNtalk
D_Group>Area6-JLYL>JLYL-Junior,ALArt317
D_Group>Area6-JLYL>JLYL-Junior,KCK301
D_Group>Area6-JLYL>JLYL-Junior,RS87YI
D_Group>Area8-Island>Isn-Senior,P.H-Kid
D_Group>Area8-Island>Isn-Senior,Kinmen
D_Group>Bushiban>Cram_Chin,Wu-Ya
D_Group>Bushiban>Cram_Chin,Chen-Hsing
D_Group>Bushiban>Cram_RESIT,JustDoIt
D_Group>Bushiban>Cram_RESIT,KCJ-93
D_Group>Bushiban>Cram_English,WordGod
D_Group>Bushiban>Cram_English,Feifan
D_Group>Bushiban>Cram_English,Faigo-Family
D_Group>Bushiban>Cram_English,Peter_EN
D_Group>Bushiban>Cram_English,Liu-Yi
D_Group>Bushiban>Cram_English,liuzhen
D_Group>Bushiban>Cram_English,Hanson-Wu
D_Group>Bushiban>Cram_Social,Honli
D_Group>Bushiban>Cram_Social,PinYi-his
D_Group>Bushiban>Cram_Social,WeiLi-geo
D_Group>Bushiban>Cram_Physics,JunXin
D_Group>Bushiban>Cram_Physics,a-taiphysics
D_Group>Bushiban>Cram_Physics,ChenShuo
D_Group>Bushiban>Cram_Physics,YPC
D_Group>Bushiban>Cram_Physics,HsinPu
D_Group>Bushiban>Cram_Physics,ZQ-Physics
D_Group>Taipei-Area>TPE-Univ>FJCU>FJU_Clubs>Leisure>AlumnusInFJU,FJU-HCSH
D_Group>Taipei-Area>TPE-Univ>FJCU>FJU_Clubs>Leisure>AlumnusInFJU,FJU_CH
D_Group>Taipei-Area>TPE-Univ>FJCU>FJU_Clubs>Leisure>AlumnusInFJU,FJU_Chiayun
D_Group>Taipei-Area>TPE-Univ>FJCU>FJU_Clubs>Leisure>AlumnusInFJU,FJU_HCAC
D_Group>Taipei-Area>TPE-Univ>FJCU>FJU_Clubs>Leisure>AlumnusInFJU,FJU_ILAN
D_Group>Taipei-Area>TPE-Univ>FJCU>FJU_Clubs>Leisure>AlumnusInFJU,FJU_TC
D_Group>Bushiban>Cram_All,TKBS
D_Group>Bushiban>Cram_Biology,HuangWei
D_Group>Bushiban>Cram_Foreign,Golden_apple
D_Group>Bushiban>Cram_Foreign,GVO
D_Group>Bushiban>Cram_Foreign,KellyGEPT
D_Group>Bushiban>Cram_Chem,Chen_C_H
D_Group>Bushiban>Cram_Chem,C_Chemistry
D_Group>Central-Area>Central-Seni,cmsb
D_Group>East-Area>East-Seni,chungdau
D_Group>East-Area>East-Seni,HT_service
D_Group>South-Area>South-Seni,KHPT_Service
D_Group>South-Area>South-Univ,JLYL_Service
C_Group>StudentGroup>DepartTeam>Dept_Debate,AT-Debate
C_Group>StudentGroup>DepartTeam>Dept_Debate,Debate
C_Group>StudentGroup>DepartTeam>Dept_Debate,LAND_Debate
C_Group>StudentGroup>DepartTeam>Dept_Debate,LawDebate
D_Group>Taipei-Area>TPE-Junior,TEJ_Service
D_Group>Bushiban>Cram_RESIT>CH_Family,CH-R807-92
D_Group>Bushiban>Cram_RESIT>RL_Family,Best-Rulin
D_Group>Bushiban>Cram_RESIT>RL_Family,Chung-Rulin
D_Group>Bushiban>Cram_RESIT>RL_Family,Rulin
D_Group>Taipei-Area>TPE-Univ>TTU>TTU_Club,TTU_Chess
C_Group>StudentGroup>DepartTeam>Dept_Basket,ArabicBasket
C_Group>StudentGroup>DepartTeam>Dept_Basket,Arabicgirls
C_Group>StudentGroup>DepartTeam>Dept_Basket,AT_BASKET
C_Group>StudentGroup>DepartTeam>Dept_Basket,AT_F_Basket
C_Group>StudentGroup>DepartTeam>Dept_Basket,CS_Basket
C_Group>StudentGroup>DepartTeam>Dept_Basket,DIP_BASKET
C_Group>StudentGroup>DepartTeam>Dept_Basket,DIP_Gbasket
C_Group>StudentGroup>DepartTeam>Dept_Basket,EDU_WB
C_Group>StudentGroup>DepartTeam>Dept_Basket,ENG_BASKET
C_Group>StudentGroup>DepartTeam>Dept_Basket,ENG_WBASKET
C_Group>StudentGroup>DepartTeam>Dept_Basket,EthnosBasket
C_Group>StudentGroup>DepartTeam>Dept_Basket,HIS_Basket
C_Group>StudentGroup>DepartTeam>Dept_Basket,IB_Basket
C_Group>StudentGroup>DepartTeam>Dept_Basket,LAND_BASKET
C_Group>StudentGroup>DepartTeam>Dept_Basket,LAND_Gbasket
C_Group>StudentGroup>DepartTeam>Dept_Basket,LawBasketbal
C_Group>StudentGroup>DepartTeam>Dept_Basket,LawBasketGir
C_Group>StudentGroup>DepartTeam>Dept_Basket,MAB_WNBA
C_Group>StudentGroup>DepartTeam>Dept_Basket,math-basket
C_Group>StudentGroup>DepartTeam>Dept_Basket,MIS_Gbasket
C_Group>StudentGroup>DepartTeam>Dept_Basket,NCCU_C-Baske
C_Group>StudentGroup>DepartTeam>Dept_Basket,NCCU_MAB-NBA
C_Group>StudentGroup>DepartTeam>Dept_Basket,NCCUCHI_GB
C_Group>StudentGroup>DepartTeam>Dept_Basket,NCCUPA_Baske
C_Group>StudentGroup>DepartTeam>Dept_Basket,NCCUStabaskg
C_Group>StudentGroup>DepartTeam>Dept_Basket,NCCUStatDunk
C_Group>StudentGroup>DepartTeam>Dept_Basket,PA_GBasket
C_Group>StudentGroup>DepartTeam>Dept_Basket,PF_BASKET
C_Group>StudentGroup>DepartTeam>Dept_Basket,PF_WNBA
C_Group>StudentGroup>DepartTeam>Dept_Basket,PHI_Basketba
C_Group>StudentGroup>DepartTeam>Dept_Basket,PHI_G_Basket
C_Group>StudentGroup>DepartTeam>Dept_Basket,Soci_Basket
C_Group>StudentGroup>DepartTeam>Dept_Basket,NCCU_BA
C_Group>StudentGroup>DepartTeam>Dept_Basket,NCCU_WBA
C_Group>StudentGroup>DepartTeam>Dept_billiar,law_billiard
C_Group>StudentGroup>DepartTeam>Dept_billiar,Rmi_Billiard
C_Group>StudentGroup>DepartTeam>Dept_billiar,STATBilliard
D_Group>Central-Area>Central-Seni>SMGH,Sm89h32
D_Group>Central-Area>Central-Seni>SMGH,SMGHS29th302
D_Group>Central-Area>Central-Seni>SMGH,SMGHS30th301
D_Group>Central-Area>Central-Seni>SMGH,SMGHS30th302
D_Group>Central-Area>Central-Seni>SMGH,SMGHS31th301
D_Group>Central-Area>Central-Seni>SMGH,SMGHS33th303
D_Group>Central-Area>Central-Seni>SMGH,SMGHS33th304
D_Group>Central-Area>Central-Seni>SMGH,SMGHS36th301
D_Group>Central-Area>Central-Seni>SMGH,SMGHS36th302
D_Group>Central-Area>Central-Seni>SMGH,SMGHS36th303
D_Group>Central-Area>Central-Seni>SMGH,SMGHS36th304
D_Group>Central-Area>Central-Seni>SMGH,SMGHS37th302
D_Group>Central-Area>Central-Seni>SMGH,SMGHS38th302
D_Group>Central-Area>Central-Seni>SMGH,SMGJS-80-302
D_Group>Central-Area>Central-Seni>SMGH,STELLA-NTU
D_Group>East-Area>East-Univ>TCU,TCU_MED88
D_Group>East-Area>East-Univ>TCU,TCU_MED89
D_Group>East-Area>East-Univ>TCU,TCU_MED93
D_Group>East-Area>East-Univ>TCU,tcu_med94
D_Group>East-Area>East-Univ>TCU,TCU_PH88
D_Group>East-Area>East-Univ>NDHU_Group,NDHU
D_Group>East-Area>East-Univ>NDHU_Group,NDHUCityHall
D_Group>East-Area>East-Seni>HT-Senior,HLIS
D_Group>East-Area>East-Seni>HT-Senior,HLBH
D_Group>East-Area>East-Seni>HLHS,HLHS5thU
D_Group>East-Area>East-Seni>HLHS,HLHS_10thU
D_Group>East-Area>East-Seni>HLHS,HLHS_11thU
D_Group>East-Area>East-Seni>HLHS,HLHS_13thU
D_Group>East-Area>East-Seni>HLHS,HLHS_58th310
D_Group>East-Area>East-Seni>HLHS,YiGo311
D_Group>East-Area>East-Seni>HLHS,YOU_READ_311
D_Group>East-Area>East-Seni>HLHS,hlhsbaseball
D_Group>East-Area>East-Seni>HLGHS,NHGSHS
D_Group>East-Area>East-Seni>HLGHS,NHGSHS57_301
D_Group>East-Area>East-Seni>TUNG_YO,CTTH_TUNG_YO
D_Group>Taipei-Area>TPE-Univ>TTU>TTU_COB>TTU_AFL,TTU-AFL
D_Group>South-Area>South-Seni>FSHS,FSHS-92-319
D_Group>South-Area>South-Seni>FSHS,FSHS312
D_Group>South-Area>South-Seni>FSHS,FSSH_97_310
D_Group>South-Area>South-Seni>FSHS,FSHS-87-308
D_Group>South-Area>South-Seni>FSHS,FSHS-88-314
D_Group>South-Area>South-Seni>FSHS,FSHS-88-317
D_Group>South-Area>South-Seni>FSHS,FSHS-89-312
D_Group>South-Area>South-Seni>FSHS,FSHS-89-315
D_Group>South-Area>South-Seni>FSHS,FSHS-90-313
D_Group>South-Area>South-Seni>FSHS,FSHS-91-301
D_Group>South-Area>South-Seni>FSHS,FSHS-92-310
D_Group>South-Area>South-Seni>FSHS,FSHS-92-311
D_Group>South-Area>South-Seni>FSHS,FSHS-92-314
D_Group>South-Area>South-Seni>FSHS,FSHS-93-117
D_Group>South-Area>South-Seni>FSHS,FSHS-93-309
D_Group>South-Area>South-Seni>FSHS,FSHS-93-310
D_Group>South-Area>South-Seni>FSHS,FSHS-94-312
D_Group>South-Area>South-Seni>FSHS,FSHS-94-316
D_Group>South-Area>South-Seni>FSHS,FSHS-94-318
D_Group>South-Area>South-Seni>FSHS,FSHS-95-301
D_Group>South-Area>South-Seni>FSHS,FSHS-95-307
D_Group>South-Area>South-Seni>FSHS,FSHS-95-308
D_Group>South-Area>South-Seni>FSHS,FSHS-95-310
D_Group>South-Area>South-Seni>FSHS,FSHS-95-316
D_Group>South-Area>South-Seni>FSHS,FSHS-95-318
D_Group>South-Area>South-Seni>FSHS,FSHS-96-304
D_Group>South-Area>South-Seni>FSHS,FSHS-96-307
D_Group>South-Area>South-Seni>FSHS,FSHS-96-308
D_Group>South-Area>South-Seni>FSHS,FSHS-96-312
D_Group>South-Area>South-Seni>FSHS,FSHS-soccer
D_Group>South-Area>South-Seni>FSHS,FSSH-98-314
D_Group>Taipei-Area>TPE-Univ>TTU>TTU_EECS>TTU_AM,TTU-AMath
D_Group>Taipei-Area>TPE-Univ>TTU>TTU_EECS>TTU_EE,TTU-EE
D_Group>Taipei-Area>TPE-Univ>TTU>TTU_EECS>TTU_EE,TTU-EE90
D_Group>Taipei-Area>TPE-Univ>TTU>TTU_EECS>TTU_EE,TTU-EE99
D_Group>Taipei-Area>TPE-Univ>TTU>TTU_EECS>TTU_CSIE,TTU-I90B
D_Group>Taipei-Area>TPE-Univ>TTU>TTU_EECS>TTU_CSIE,TTU-I91A
D_Group>Taipei-Area>TPE-Univ>TTU>TTU_EECS>TTU_CSIE,TTU-I93A
D_Group>Taipei-Area>TPE-Univ>TTU>TTU_EECS>TTU_COMM,TTU-COMM
D_Group>Taipei-Area>TPE-Univ>TTU>TTU_COE>TTU_ME,TTU-ME
D_Group>Taipei-Area>TPE-Univ>TTU>TTU_COE>TTU_ME,TTU-ME94
D_Group>Taipei-Area>TPE-Univ>TTU>TTU_COE>TTU_TE,TTU-TE91
D_Group>Taipei-Area>TPE-Univ>TTU>TTU_COE>TTU_TE,TTU-TE93
D_Group>Taipei-Area>TPE-Junior>FuHeJH,FuHo14th318
D_Group>Taipei-Area>TPE-Junior>FuHeJH,FuHo14th342
D_Group>Taipei-Area>TPE-Junior>FuHeJH,FuHo14th343
D_Group>Taipei-Area>TPE-Junior>FuHeJH,FuHo14th345
D_Group>Taipei-Area>TPE-Junior>FuHeJH,FuHo17th346
D_Group>Taipei-Area>TPE-Junior>FuHeJH,FuHo17th347
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines,NDHU_IB03
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines,NDHU_MIB
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines,NDHU_MFIN97
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines,NDHU_IM_SBT
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines,NDHU_GILM97
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines,NDHU_GILM98
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines,NDHU_GILM99
D_Group>Taipei-Area>TPE-Univ>TTU>TTU_COE>TTU_BE,TTU-US92
D_Group>Taipei-Area>TPE-Univ>TTU>TTU_COE>TTU_BE,TTU-US94
D_Group>Taipei-Area>TPE-Univ>TTU>TTU_COE>TTU_BE,TTU-US99
D_Group>Taipei-Area>TPE-Junior>MCJH,KLMCMath
D_Group>Taipei-Area>TPE-Junior>MCJH,KLMCMath4314
D_Group>Taipei-Area>TPE-Junior>MCJH,KLMCMath5316
D_Group>Taipei-Area>TPE-Junior>MCJH,KMCJ-88-311
D_Group>Taipei-Area>TPE-Junior>MCJH,MCJH_3309
D_Group>Taipei-Area>TPE-Junior>MCJH,MCJH_91901
D_Group>Taipei-Area>TPE-Junior>MCJH,MCJH_M_08
D_Group>Taipei-Area>TPE-Junior>MCJH,mingchan310
D_Group>Taipei-Area>TPE-Junior>TunHuaJH,TunHua-Talk
D_Group>Taipei-Area>TPE-Junior>TunHuaJH,TunHua05t311
D_Group>Taipei-Area>TPE-Junior>TunHuaJH,TunHua08t317
D_Group>Taipei-Area>TPE-Junior>TunHuaJH,TunHua10t303
D_Group>Taipei-Area>TPE-Junior>TunHuaJH,TunHua12t313
D_Group>Taipei-Area>TPE-Junior>TunHuaJH,TunHua13t319
D_Group>Taipei-Area>TPE-Junior>TunHuaJH,TunHua16t301
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-polytec,NDHU_CS09
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-polytec,NDHU_CSIE12
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-polytec,NDHU_CSIEBM
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE_IPCE95
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,SPA_SLAMDUNK
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLTC_SED94
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE-SED961
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE_DSD101
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE_DSD98
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE_DSDM98
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE_ALL
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE-EED951
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE-EED952
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE-EED961
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE-EED962
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE_ETE94
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE_ETE96
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLTC_SPE94
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE-SPE95
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE-EDU99
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE-CIS99
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,LED_MOUTH
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLTC_LED941
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE_LED962
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE_LED97
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE_MSE94
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,MSE96
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE-ILT
D_Group>East-Area>East-Univ>NDHU_Group>NHLUE,NHLUE_DCP100
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Club,NDHU-GVB
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Club,NDHU-PCSH
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Club,NDHU_Band
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Club,NDHU_BDance
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Club,NDHU_Bmt
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Club,NDHU_HisOBSB
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Club,NDHU_LC
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Club,NDHU_OhSunny
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Club,NDHU_OldHand
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Club,NDHU_Sunny9
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Club,NDHU_wb
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-humanit,NDHU-FLAW96
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-humanit,NDHU-FLAW97
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-humanit,NDHU-LAWSB
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-humanit,NDHU-Ged95
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-humanit,NDHU-CPG-101
D_Group>Taipei-Area>TPE-Univ>TTU>TTU_COE>TTU_CE,TTU-chem95
D_Group>Taipei-Area>TPE-Junior>JLYL-Element,cdps603
D_Group>Taipei-Area>TPE-Junior>JLYL-Element,elementary85
D_Group>Taipei-Area>TPE-Junior>JLYL-Element,dsps-6yi
D_Group>Taipei-Area>TPE-Junior>JLYL-Element,SHES_27g_6C
D_Group>Taipei-Area>TPE-Junior>JinHuaJH,JH25th324
D_Group>Taipei-Area>TPE-Junior>JinHuaJH,JH26th315
D_Group>Taipei-Area>TPE-Junior>JinHuaJH,JH30th306
D_Group>Taipei-Area>TPE-Junior>JinHuaJH,JH36th305
D_Group>Taipei-Area>TPE-Junior>YungHoJH,YH28th311
D_Group>Taipei-Area>TPE-Junior>YungHoJH,YH28th345
D_Group>Taipei-Area>TPE-Junior>YungHoJH,YH30th344
D_Group>Taipei-Area>TPE-Junior>YungHoJH,YH33rd319
D_Group>Taipei-Area>TPE-Junior>YungHoJH,YH33rdSP
D_Group>Taipei-Area>TPE-Junior>K-CCJH,CCJH-315
D_Group>Taipei-Area>TPE-Junior>K-CCJH,CCJH-85g-315
D_Group>Taipei-Area>TPE-Junior>K-CCJH,CCJH-85g-316
D_Group>Taipei-Area>TPE-Junior>K-CCJH,CCJH-88g-314
D_Group>Taipei-Area>TPE-Junior>K-CCJH,CCJH-88g-315
D_Group>Taipei-Area>TPE-Junior>K-CCJH,CCJH-89g-314
D_Group>Taipei-Area>TPE-Junior>K-CCJH,CCJH-89g-315
D_Group>Taipei-Area>TPE-Junior>K-CCJH,CCJH-90g-315
D_Group>Taipei-Area>TPE-Junior>K-CCJH,CCJH-90g-316
D_Group>Taipei-Area>TPE-Junior>K-CCJH,CCJH-91g-315
D_Group>Taipei-Area>TPE-Junior>K-CCJH,CCJH-EC-302
D_Group>Taipei-Area>TPE-Junior>K-CCJH,CCJHS25th305
D_Group>Taipei-Area>TPE-Junior>K-CCJH,CCJHS-FS313
D_Group>Taipei-Area>TPE-Junior>JiangCuciJH,CT18th344
D_Group>Taipei-Area>TPE-Junior>JiangCuciJH,CT21th339
D_Group>Taipei-Area>TPE-Junior>JiangCuciJH,CT24th337
D_Group>Taipei-Area>TPE-Junior>JiangCuciJH,CT25th337
D_Group>Taipei-Area>TPE-Junior>JiangCuciJH,CT27th316
D_Group>Taipei-Area>TPE-Junior>JenAiJH,JA31th311
D_Group>Taipei-Area>TPE-Junior>JenAiJH,JA31th324
D_Group>Taipei-Area>TPE-Junior>EHHS,EH1998-3-1
D_Group>Taipei-Area>TPE-Junior>EHHS,EHHS24th_J3G
D_Group>Taipei-Area>TPE-Junior>EHHS,erh-hsing88
D_Group>Taipei-Area>TPE-Junior>EHHS,J3A22th
D_Group>Taipei-Area>TPE-Junior>EHHS,keelung1204
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_CIVIL96
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_CW_98
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_MBBC_95
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_BRD_99
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_NBRD_96
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_BAST_96
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_BAST_97
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_BE_95A
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_BE_96b
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_BE_99b
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_BA_00
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_BA_98
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_FAid
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_TKD
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYUsoftball
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYUtransfer
D_Group>South-Area>South-Univ>ISU_Group,ISUIEM94Chat
D_Group>South-Area>South-Univ>ISU_Group,ISU_MSE_93
D_Group>South-Area>South-Univ>ISU_Group,ISUMSE
D_Group>South-Area>South-Univ>ISU_Group,ISU_RT95
D_Group>South-Area>South-Univ>ISU_Group,ISU_CYC11
D_Group>South-Area>South-Univ>ISU_Group,ISU_Mountain
D_Group>South-Area>South-Univ>ISU_Group,ISU_PBCM100
D_Group>South-Area>South-Univ>ISU_Group,ISU_PBCM99
D_Group>South-Area>South-Univ>ISU_Group,ISU
D_Group>South-Area>South-Univ>ISU_Group,ISUACC89A
D_Group>South-Area>South-Univ>ISU_Group,ISU_CS_93A
D_Group>South-Area>South-Univ>ISU_Group,ISU_CSIE94B
D_Group>South-Area>South-Univ>ISU_Group,ISUIM92A
D_Group>South-Area>South-Univ>ISU_Group,ISUIM93B
D_Group>South-Area>South-Univ>ISU_Group,ISUELEC93A
D_Group>South-Area>South-Univ>ISU_Group,ISUEE93A
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_ART99
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_ET_98
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_Music98
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_DFS_97
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_DFS_98
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_DFS_99
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_ANS_98
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_ANS_99
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_ECEGS99
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_ele96
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_FECG96
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_HoRt_95
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_HoRt_97
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_AE_R
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_CSIE96
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_MIS_97
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_EE
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_GC_G97
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_AC_98
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_AM_97
D_Group>South-Area>South-Univ>NCYU_GROUP,NCYU_AM_98
D_Group>South-Area>South-Univ>NCYU_GROUP,ncyu_phyedu
D_Group>South-Area>South-Univ>UKN-Group,LD_IM93-1
D_Group>South-Area>South-Univ>UKN-Group,LD_IM93-2
D_Group>South-Area>South-Univ>UKN-Group,LEADER_IMDSB
D_Group>South-Area>South-Univ>UKN-Group,UKN
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_10T
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_11t
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_12t
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_13t
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_14t
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_3TH
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_4TH
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_5TH
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_6TH
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_7th
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_8th
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_9th
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_BT
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_DBT
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_Fly
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_MVB
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_SA
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_TT
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_VB
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_ACC_WH
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Account,NDHU_MACC98
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Finance,NDHU_FIN100
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Finance,NDHU_Fin101
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Finance,NDHU_FIN102
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Finance,NDHU_FIN103
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Finance,NDHU_FIN104
D_Group>East-Area>East-Univ>NDHU_Group>NDHU-Busines>NDHU-Finance,NDHU_FIN95
